time_MST,vehicleId,speed,latitude,longitude,altitude,heading,vibration,coordinates
2022-10-03T15:15:58.000+0000,TK544,0.4379589,50.202614,-114.90115,1753,281,5.7,"50.202614,-114.90115"
2022-10-03T15:15:58.000+0000,TK544,0,50.202614,-114.90115,1753,281,3,"50.202614,-114.90115"
2022-10-03T15:15:59.000+0000,TK544,0.36712942,50.202614,-114.90115,1753,281,2.7,"50.202614,-114.90115"
2022-10-03T15:16:00.000+0000,TK544,0,50.202614,-114.90115,1753,281,1.6,"50.202614,-114.90115"
2022-10-03T15:16:22.000+0000,TK544,0.8759178,50.202625,-114.90116,1752,281,0.4,"50.202625,-114.90116"
2022-10-03T15:16:22.000+0000,TK544,0,50.202625,-114.90116,1752,281,0.3,"50.202625,-114.90116"
2022-10-03T15:16:46.000+0000,TK544,0.47350606,50.20263,-114.90115,1753,281,0.1,"50.20263,-114.90115"
2022-10-03T15:16:46.000+0000,TK544,0,50.20263,-114.90115,1753,281,0.1,"50.20263,-114.90115"
2022-10-03T15:16:51.000+0000,TK544,1.8709613,50.20263,-114.90117,1754,281,2.4,"50.20263,-114.90117"
2022-10-03T15:16:51.000+0000,TK544,3.0500307,50.202633,-114.90117,1754,281,3.1,"50.202633,-114.90117"
2022-10-03T15:16:52.000+0000,TK544,5.947087,50.202633,-114.9012,1754,283,6.4,"50.202633,-114.9012"
2022-10-03T15:16:53.000+0000,TK544,6.329656,50.20264,-114.90122,1754,288,5.9,"50.20264,-114.90122"
2022-10-03T15:16:55.000+0000,TK544,6.887676,50.20265,-114.90125,1755,288,2.7,"50.20265,-114.90125"
2022-10-03T15:16:56.000+0000,TK544,8.287823,50.202656,-114.90129,1755,288,3.9,"50.202656,-114.90129"
2022-10-03T15:16:57.000+0000,TK544,9.517627,50.202663,-114.90133,1755,289,3.4,"50.202663,-114.90133"
2022-10-03T15:16:58.000+0000,TK544,10.454267,50.20267,-114.90137,1755,290,2.9,"50.20267,-114.90137"
2022-10-03T15:16:59.000+0000,TK544,9.720866,50.202682,-114.901405,1756,291,3.2,"50.202682,-114.901405"
2022-10-03T15:17:00.000+0000,TK544,8.978157,50.20269,-114.901436,1756,292,3.7,"50.20269,-114.901436"
2022-10-03T15:17:01.000+0000,TK544,8.09744,50.202698,-114.90147,1756,293,4.1,"50.202698,-114.90147"
2022-10-03T15:17:02.000+0000,TK544,7.6212945,50.202705,-114.90149,1756,294,4.6,"50.202705,-114.90149"
2022-10-03T15:17:03.000+0000,TK544,7.1816163,50.202717,-114.90151,1757,295,4.1,"50.202717,-114.90151"
2022-10-03T15:17:04.000+0000,TK544,7.229908,50.202724,-114.90154,1757,297,2.3,"50.202724,-114.90154"
2022-10-03T15:17:06.000+0000,TK544,6.52832,50.202732,-114.901566,1757,299,3,"50.202732,-114.901566"
2022-10-03T15:17:07.000+0000,TK544,6.4149737,50.202744,-114.90158,1757,301,2.2,"50.202744,-114.90158"
2022-10-03T15:17:08.000+0000,TK544,7.1743946,50.20275,-114.90161,1757,301,2.6,"50.20275,-114.90161"
2022-10-03T15:17:09.000+0000,TK544,7.83792,50.202766,-114.90164,1757,303,1.9,"50.202766,-114.90164"
2022-10-03T15:17:10.000+0000,TK544,8.136318,50.202778,-114.901665,1757,306,1.5,"50.202778,-114.901665"
2022-10-03T15:17:11.000+0000,TK544,8.50088,50.202793,-114.90169,1758,308,2,"50.202793,-114.90169"
2022-10-03T15:17:12.000+0000,TK544,8.9654455,50.20281,-114.90172,1758,310,2.7,"50.20281,-114.90172"
2022-10-03T15:17:13.000+0000,TK544,9.587768,50.202824,-114.90174,1758,311,2.9,"50.202824,-114.90174"
2022-10-03T15:17:14.000+0000,TK544,10.1175375,50.202847,-114.90178,1758,312,4.1,"50.202847,-114.90178"
2022-10-03T15:17:16.000+0000,TK544,10.597461,50.202866,-114.90181,1758,312,2.5,"50.202866,-114.90181"
2022-10-03T15:17:17.000+0000,TK544,10.771462,50.202885,-114.90184,1758,313,2.8,"50.202885,-114.90184"
2022-10-03T15:17:18.000+0000,TK544,11.075662,50.202908,-114.90188,1759,313,3.2,"50.202908,-114.90188"
2022-10-03T15:17:19.000+0000,TK544,10.896172,50.202927,-114.90191,1759,314,3.2,"50.202927,-114.90191"
2022-10-03T15:17:20.000+0000,TK544,10.438014,50.202946,-114.90194,1759,314,3.6,"50.202946,-114.90194"
2022-10-03T15:17:21.000+0000,TK544,10.209349,50.202965,-114.90197,1759,314,5.4,"50.202965,-114.90197"
2022-10-03T15:17:22.000+0000,TK544,10.056637,50.202984,-114.902,1759,314,4.4,"50.202984,-114.902"
2022-10-03T15:17:23.000+0000,TK544,9.444976,50.203,-114.90203,1759,314,3.4,"50.203,-114.90203"
2022-10-03T15:17:24.000+0000,TK544,10.055091,50.20302,-114.902054,1760,314,5.7,"50.20302,-114.902054"
2022-10-03T15:16:06.000+0000,TK548,20.716022,50.20301,-114.90221,1758,142,6.6,"50.20301,-114.90221"
2022-10-03T15:16:07.000+0000,TK548,17.469944,50.202972,-114.90216,1758,142,6,"50.202972,-114.90216"
2022-10-03T15:16:08.000+0000,TK548,13.066165,50.202946,-114.90213,1758,141,12.9,"50.202946,-114.90213"
2022-10-03T15:16:09.000+0000,TK548,12.734488,50.202923,-114.9021,1757,141,6.7,"50.202923,-114.9021"
2022-10-03T15:16:10.000+0000,TK548,13.853266,50.202892,-114.90206,1757,141,9.8,"50.202892,-114.90206"
2022-10-03T15:16:11.000+0000,TK548,14.848505,50.20286,-114.90202,1757,141,9.5,"50.20286,-114.90202"
2022-10-03T15:16:12.000+0000,TK548,15.613296,50.202827,-114.90198,1756,141,5.7,"50.202827,-114.90198"
2022-10-03T15:16:13.000+0000,TK548,16.793837,50.20279,-114.90193,1756,141,3.1,"50.20279,-114.90193"
2022-10-03T15:16:14.000+0000,TK548,17.929373,50.20275,-114.901886,1756,141,6.1,"50.20275,-114.901886"
2022-10-03T15:16:15.000+0000,TK548,18.806545,50.202713,-114.90183,1756,141,7.6,"50.202713,-114.90183"
2022-10-03T15:16:16.000+0000,TK548,19.869131,50.202667,-114.90178,1755,141,8.5,"50.202667,-114.90178"
2022-10-03T15:16:18.000+0000,TK548,20.198149,50.202625,-114.901726,1755,140,7.9,"50.202625,-114.901726"
2022-10-03T15:16:19.000+0000,TK548,20.992044,50.202583,-114.901665,1754,139,6.6,"50.202583,-114.901665"
2022-10-03T15:16:20.000+0000,TK548,22.003334,50.202534,-114.9016,1754,139,3.8,"50.202534,-114.9016"
2022-10-03T15:16:21.000+0000,TK548,22.910316,50.20249,-114.90154,1753,138,4.6,"50.20249,-114.90154"
2022-10-03T15:16:22.000+0000,TK548,23.980486,50.202442,-114.901474,1753,138,4.7,"50.202442,-114.901474"
2022-10-03T15:16:23.000+0000,TK548,25.457117,50.202393,-114.901405,1752,138,8.4,"50.202393,-114.901405"
2022-10-03T15:16:24.000+0000,TK548,27.080137,50.20233,-114.90132,1752,138,7.3,"50.20233,-114.90132"
2022-10-03T15:16:25.000+0000,TK548,28.832405,50.20228,-114.901245,1752,138,5.7,"50.20228,-114.901245"
2022-10-03T15:16:26.000+0000,TK548,30.3927,50.20222,-114.90117,1751,138,4.9,"50.20222,-114.90117"
2022-10-03T15:16:27.000+0000,TK548,31.62448,50.202152,-114.90108,1751,138,9.9,"50.202152,-114.90108"
2022-10-03T15:16:28.000+0000,TK548,33.38862,50.20208,-114.90098,1750,138,7.9,"50.20208,-114.90098"
2022-10-03T15:16:29.000+0000,TK548,34.628128,50.202007,-114.90088,1750,139,6.6,"50.202007,-114.90088"
2022-10-03T15:16:30.000+0000,TK548,35.876904,50.201927,-114.90077,1749,139,8.7,"50.201927,-114.90077"
2022-10-03T15:16:31.000+0000,TK548,36.76453,50.20186,-114.90068,1749,139,4.2,"50.20186,-114.90068"
2022-10-03T15:16:33.000+0000,TK548,37.483246,50.20178,-114.90058,1749,140,9.7,"50.20178,-114.90058"
2022-10-03T15:16:34.000+0000,TK548,37.581398,50.201694,-114.900475,1748,140,9.7,"50.201694,-114.900475"
2022-10-03T15:16:16.000+0000,TK574,23.196993,50.202995,-114.9022,1759,144,14,"50.202995,-114.9022"
2022-10-03T15:16:17.000+0000,TK574,23.633034,50.20294,-114.90214,1758,144,12.5,"50.20294,-114.90214"
2022-10-03T15:16:18.000+0000,TK574,23.30649,50.20289,-114.90208,1758,143,9.5,"50.20289,-114.90208"
2022-10-03T15:16:20.000+0000,TK574,22.694538,50.20284,-114.90202,1758,142,8,"50.20284,-114.90202"
2022-10-03T15:16:21.000+0000,TK574,21.62938,50.202797,-114.90197,1757,142,9,"50.202797,-114.90197"
2022-10-03T15:16:22.000+0000,TK574,22.228361,50.20275,-114.90192,1757,142,8.4,"50.20275,-114.90192"
2022-10-03T15:16:23.000+0000,TK574,23.093319,50.2027,-114.901855,1756,142,16.2,"50.2027,-114.901855"
2022-10-03T15:16:24.000+0000,TK574,23.93418,50.20265,-114.90179,1756,141,12.7,"50.20265,-114.90179"
2022-10-03T15:16:25.000+0000,TK574,24.23589,50.202595,-114.90172,1755,140,8.1,"50.202595,-114.90172"
2022-10-03T15:16:26.000+0000,TK574,24.305866,50.20254,-114.90165,1755,138,4.3,"50.20254,-114.90165"
2022-10-03T15:16:27.000+0000,TK574,24.364235,50.2025,-114.90158,1754,135,4.5,"50.2025,-114.90158"
2022-10-03T15:16:28.000+0000,TK574,24.000986,50.202457,-114.901505,1754,131,2.8,"50.202457,-114.901505"
2022-10-03T15:16:29.000+0000,TK574,24.057106,50.202415,-114.90141,1753,124,5.6,"50.202415,-114.90141"
2022-10-03T15:16:30.000+0000,TK574,23.881056,50.202385,-114.90131,1753,117,3.9,"50.202385,-114.90131"
2022-10-03T15:16:31.000+0000,TK574,23.638298,50.202362,-114.90123,1753,111,7,"50.202362,-114.90123"
2022-10-03T15:16:32.000+0000,TK574,23.860615,50.202343,-114.90112,1752,105,9.2,"50.202343,-114.90112"
2022-10-03T15:16:34.000+0000,TK574,23.912916,50.202328,-114.90102,1752,101,6.6,"50.202328,-114.90102"
2022-10-03T15:16:35.000+0000,TK574,23.844532,50.20232,-114.90092,1751,97,5.2,"50.20232,-114.90092"
2022-10-03T15:16:36.000+0000,TK574,23.91793,50.202312,-114.90081,1751,95,6.9,"50.202312,-114.90081"
2022-10-03T15:16:37.000+0000,TK574,23.356426,50.20231,-114.90072,1750,92,7.2,"50.20231,-114.90072"
2022-10-03T15:16:38.000+0000,TK574,23.36425,50.202312,-114.90062,1750,89,5.8,"50.202312,-114.90062"
2022-10-03T15:16:39.000+0000,TK574,22.98292,50.202312,-114.90051,1749,87,4.3,"50.202312,-114.90051"
2022-10-03T15:16:40.000+0000,TK574,22.56017,50.202316,-114.90042,1748,87,8.5,"50.202316,-114.90042"
2022-10-03T15:16:41.000+0000,TK574,22.493519,50.202316,-114.90032,1748,87,4.9,"50.202316,-114.90032"
2022-10-03T15:16:42.000+0000,TK574,22.177898,50.20232,-114.90023,1747,86,5.1,"50.20232,-114.90023"
2022-10-03T15:16:43.000+0000,TK574,22.135551,50.202328,-114.90015,1747,85,6.1,"50.202328,-114.90015"
2022-10-03T15:16:44.000+0000,TK574,21.84402,50.202335,-114.900055,1747,82,7.4,"50.202335,-114.900055"
2022-10-03T15:16:45.000+0000,TK574,22.05249,50.202343,-114.89996,1746,80,8.3,"50.202343,-114.89996"
2022-10-03T15:16:46.000+0000,TK574,21.92208,50.202354,-114.899864,1746,80,8.3,"50.202354,-114.899864"
2022-10-03T15:16:48.000+0000,TK574,22.0104,50.202366,-114.89977,1745,80,4.7,"50.202366,-114.89977"
2022-10-03T15:16:49.000+0000,TK574,22.08256,50.202377,-114.89967,1745,79,6.7,"50.202377,-114.89967"
2022-10-03T15:14:54.000+0000,TK669,15.43611,50.20166,-114.90023,1748,318,4,"50.20166,-114.90023"
2022-10-03T15:14:55.000+0000,TK669,15.494101,50.20169,-114.90027,1749,319,6.1,"50.20169,-114.90027"
2022-10-03T15:14:56.000+0000,TK669,15.427921,50.20172,-114.900314,1749,319,2.9,"50.20172,-114.900314"
2022-10-03T15:14:57.000+0000,TK669,15.6395035,50.201756,-114.90036,1749,320,2.2,"50.201756,-114.90036"
2022-10-03T15:14:58.000+0000,TK669,15.694761,50.20179,-114.9004,1749,320,3.4,"50.20179,-114.9004"
2022-10-03T15:14:59.000+0000,TK669,15.777901,50.20182,-114.90044,1749,320,2.7,"50.20182,-114.90044"
2022-10-03T15:15:00.000+0000,TK669,15.732164,50.201855,-114.90048,1749,320,3.5,"50.201855,-114.90048"
2022-10-03T15:15:01.000+0000,TK669,16.175581,50.201885,-114.90052,1750,320,2.4,"50.201885,-114.90052"
2022-10-03T15:15:02.000+0000,TK669,16.563326,50.20192,-114.900566,1750,321,3.6,"50.20192,-114.900566"
2022-10-03T15:15:03.000+0000,TK669,16.512703,50.201954,-114.90061,1750,321,4,"50.201954,-114.90061"
2022-10-03T15:15:04.000+0000,TK669,15.962662,50.20199,-114.90066,1750,320,4.9,"50.20199,-114.90066"
2022-10-03T15:15:06.000+0000,TK669,16.183392,50.202026,-114.9007,1751,320,3.8,"50.202026,-114.9007"
2022-10-03T15:15:07.000+0000,TK669,16.263277,50.20206,-114.90075,1751,319,4.2,"50.20206,-114.90075"
2022-10-03T15:15:08.000+0000,TK669,14.939653,50.20209,-114.90079,1751,319,3.5,"50.20209,-114.90079"
2022-10-03T15:15:09.000+0000,TK669,13.201991,50.202114,-114.90082,1751,319,10.7,"50.202114,-114.90082"
2022-10-03T15:15:10.000+0000,TK669,11.261327,50.20214,-114.900856,1751,319,11.1,"50.20214,-114.900856"
2022-10-03T15:15:11.000+0000,TK669,10.200459,50.20216,-114.90088,1752,320,9.7,"50.20216,-114.90088"
2022-10-03T15:15:12.000+0000,TK669,8.564142,50.202175,-114.9009,1752,320,3.6,"50.202175,-114.9009"
2022-10-03T15:15:13.000+0000,TK669,8.832627,50.202194,-114.900925,1752,321,5.8,"50.202194,-114.900925"
2022-10-03T15:15:14.000+0000,TK669,8.472858,50.202213,-114.90095,1752,321,4.4,"50.202213,-114.90095"
2022-10-03T15:15:15.000+0000,TK669,8.506519,50.202232,-114.90097,1752,321,5.6,"50.202232,-114.90097"
2022-10-03T15:15:17.000+0000,TK669,8.641875,50.20225,-114.90099,1752,321,4.4,"50.20225,-114.90099"
2022-10-03T15:15:18.000+0000,TK669,8.461915,50.20227,-114.90102,1752,321,2.9,"50.20227,-114.90102"
2022-10-03T15:15:19.000+0000,TK669,8.281957,50.20229,-114.90104,1752,321,3.5,"50.20229,-114.90104"
2022-10-03T15:15:20.000+0000,TK669,8.000914,50.202305,-114.901054,1752,321,4,"50.202305,-114.901054"
2022-10-03T15:15:21.000+0000,TK669,8.146666,50.20232,-114.90108,1752,321,2.9,"50.20232,-114.90108"
2022-10-03T15:15:22.000+0000,TK669,8.141096,50.20234,-114.9011,1752,321,3.5,"50.20234,-114.9011"
2022-10-03T15:15:23.000+0000,TK669,8.726047,50.20236,-114.90112,1752,320,3.2,"50.20236,-114.90112"
2022-10-03T15:15:24.000+0000,TK669,8.905909,50.202377,-114.901146,1753,321,3.7,"50.202377,-114.901146"
2022-10-03T15:15:25.000+0000,TK669,8.635874,50.202393,-114.90117,1753,321,3.8,"50.202393,-114.90117"
2022-10-03T15:15:26.000+0000,TK669,8.8723755,50.20241,-114.90119,1753,321,3.8,"50.20241,-114.90119"
2022-10-03T15:15:27.000+0000,TK669,9.5480795,50.202435,-114.90122,1753,322,2.9,"50.202435,-114.90122"
2022-10-03T15:15:29.000+0000,TK669,9.561644,50.202457,-114.901245,1753,323,2.8,"50.202457,-114.901245"
2022-10-03T15:15:30.000+0000,TK669,9.237701,50.202477,-114.90127,1753,323,3.3,"50.202477,-114.90127"
2022-10-03T15:15:31.000+0000,TK669,9.008132,50.202496,-114.90129,1754,322,3.4,"50.202496,-114.90129"
2022-10-03T15:15:32.000+0000,TK669,8.506519,50.202515,-114.90131,1754,321,3.5,"50.202515,-114.90131"
2022-10-03T15:15:33.000+0000,TK669,8.472858,50.202534,-114.90134,1754,321,2.5,"50.202534,-114.90134"
2022-10-03T15:15:34.000+0000,TK669,8.103199,50.20255,-114.90136,1754,320,2.8,"50.20255,-114.90136"
2022-10-03T15:15:35.000+0000,TK669,7.528477,50.20256,-114.901375,1754,319,3.4,"50.20256,-114.901375"
2022-10-03T15:15:36.000+0000,TK669,7.447216,50.20258,-114.901405,1755,318,2.5,"50.20258,-114.901405"
2022-10-03T15:15:37.000+0000,TK669,7.264957,50.2026,-114.90143,1755,318,2.4,"50.2026,-114.90143"
2022-10-03T15:15:39.000+0000,TK669,6.986783,50.20261,-114.90144,1755,318,5.1,"50.20261,-114.90144"
2022-10-03T15:15:40.000+0000,TK669,6.2214417,50.20262,-114.90146,1755,318,3.3,"50.20262,-114.90146"
2022-10-03T15:15:41.000+0000,TK669,5.9404364,50.202637,-114.90148,1755,318,1.4,"50.202637,-114.90148"
2022-10-03T15:15:42.000+0000,TK669,5.94349,50.20265,-114.9015,1755,318,1.5,"50.20265,-114.9015"
2022-10-03T15:15:43.000+0000,TK669,5.9197836,50.20266,-114.90151,1755,318,1.8,"50.20266,-114.90151"
2022-10-03T15:15:44.000+0000,TK669,4.873315,50.20267,-114.90153,1755,319,3.1,"50.20267,-114.90153"
2022-10-03T15:15:45.000+0000,TK669,3.4205685,50.202675,-114.901535,1756,319,5.6,"50.202675,-114.901535"
2022-10-03T15:15:46.000+0000,TK669,0.8161765,50.20268,-114.901535,1756,319,9.2,"50.20268,-114.901535"
2022-10-03T15:15:47.000+0000,TK669,0.050911687,50.20268,-114.901535,1756,319,8.8,"50.20268,-114.901535"
2022-10-03T15:16:44.000+0000,TK669,0.48433048,50.202682,-114.901535,1755,319,2.4,"50.202682,-114.901535"
2022-10-03T15:16:45.000+0000,TK669,1.4799459,50.202686,-114.901535,1755,319,1.4,"50.202686,-114.901535"
2022-10-03T15:16:46.000+0000,TK669,2.628,50.20269,-114.90155,1755,319,1.7,"50.20269,-114.90155"
2022-10-03T15:16:47.000+0000,TK669,3.904797,50.2027,-114.90156,1755,319,1,"50.2027,-114.90156"
2022-10-03T15:16:48.000+0000,TK669,4.670159,50.202713,-114.90157,1755,319,1.4,"50.202713,-114.90157"
2022-10-03T15:16:49.000+0000,TK669,5.3339562,50.202724,-114.90159,1755,318,1.3,"50.202724,-114.90159"
2022-10-03T15:16:50.000+0000,TK669,6.299177,50.202736,-114.90161,1756,318,2.2,"50.202736,-114.90161"
2022-10-03T15:16:51.000+0000,TK669,6.8582597,50.20275,-114.90163,1756,318,2.1,"50.20275,-114.90163"
2022-10-03T15:16:52.000+0000,TK669,6.986783,50.202766,-114.90165,1756,318,2,"50.202766,-114.90165"
2022-10-03T15:16:54.000+0000,TK669,7.0615997,50.20278,-114.90167,1756,318,2.5,"50.20278,-114.90167"
2022-10-03T15:16:55.000+0000,TK669,7.9285865,50.202797,-114.901695,1756,318,4.9,"50.202797,-114.901695"
2022-10-03T15:16:56.000+0000,TK669,9.229069,50.202816,-114.90172,1756,318,5.5,"50.202816,-114.90172"
2022-10-03T15:16:57.000+0000,TK669,8.742072,50.202835,-114.90175,1757,317,4,"50.202835,-114.90175"
2022-10-03T15:16:58.000+0000,TK669,9.197489,50.202854,-114.90177,1757,317,3.3,"50.202854,-114.90177"
2022-10-03T15:16:59.000+0000,TK669,9.144638,50.202873,-114.9018,1757,317,2.9,"50.202873,-114.9018"
2022-10-03T15:17:00.000+0000,TK669,9.527154,50.202892,-114.90183,1757,317,4,"50.202892,-114.90183"
2022-10-03T15:17:01.000+0000,TK669,10.1622715,50.20291,-114.901855,1757,317,3.8,"50.20291,-114.901855"
2022-10-03T15:17:02.000+0000,TK669,9.8343935,50.20293,-114.901886,1757,317,4.5,"50.20293,-114.901886"
2022-10-03T15:17:03.000+0000,TK669,9.684067,50.202953,-114.90192,1758,317,3.8,"50.202953,-114.90192"
2022-10-03T15:17:05.000+0000,TK669,9.737451,50.202972,-114.90194,1758,317,6,"50.202972,-114.90194"
2022-10-03T15:17:06.000+0000,TK669,10.045226,50.202995,-114.90197,1758,318,3.1,"50.202995,-114.90197"
2022-10-03T15:17:07.000+0000,TK669,10.146893,50.203014,-114.902,1758,318,3.3,"50.203014,-114.902"
